time_seconds,speed_meters_per_second,grade
0,0,0
1,0,0
2,0,0
3,0.894094506,0
4,2.190531539,0
5,3.621082748,0
6,5.051633958,0
7,6.482185167,0
8,7.733917475,0
9,8.762126157,0
10,9.745630113,0
11,10.72913407,0
12,11.53381912,0
13,12.11498055,0
14,12.51732308,0
15,12.96437033,0
16,13.41141759,0
17,13.72435066,0
18,14.08198847,0
19,14.39492154,0
20,14.70785462,0
21,14.97608297,0
22,15.24431132,0
23,15.46783495,0
24,15.60194913,0
25,15.69135858,0
26,15.95958693,0
27,16.04899638,0
28,16.00429165,0
29,15.78076803,0
30,15.60194913,0
31,15.42313022,0
32,15.46783495,0
33,15.5572444,0
34,15.69135858,0
35,15.95958693,0
36,16.13840583,0
37,16.18311055,0
38,16.31722473,0
39,16.40663418,0
40,16.49604363,0
41,16.54074836,0
42,16.54074836,0
43,16.54074836,0
44,16.54074836,0
45,16.54074836,0
46,16.54074836,0
47,16.58545308,0
48,16.67486253,0
49,16.89838616,0
50,17.25602396,0
51,17.56895704,0
52,17.88189012,0
53,18.19482319,0
54,18.50775627,0
55,18.86539407,0
56,19.17832715,0
57,19.4465555,0
58,19.67007913,0
59,19.8041933,0
60,19.89360275,0
61,20.02771693,0
62,20.07242165,0
63,20.11712638,0
64,20.16183111,0
65,20.29594528,0
66,20.43005946,0
67,20.56417363,0
68,20.69828781,0
69,20.78769726,0
70,20.92181144,0
71,20.96651616,0
72,21.01122089,0
73,21.05592561,0
74,21.10063034,0
75,21.14533506,0
76,21.10063034,0
77,21.05592561,0
78,21.01122089,0
79,20.96651616,0
80,20.96651616,0
81,20.96651616,0
82,21.01122089,0
83,21.05592561,0
84,21.05592561,0
85,21.10063034,0
86,21.05592561,0
87,21.01122089,0
88,20.96651616,0
89,20.78769726,0
90,20.69828781,0
91,20.65358308,0
92,20.69828781,0
93,20.78769726,0
94,20.96651616,0
95,21.05592561,0
96,21.19003979,0
97,21.32415396,0
98,21.45826814,0
99,21.54767759,0
100,21.68179177,0
101,21.81590594,0
102,21.95002012,0
103,21.99472484,0
104,21.95002012,0
105,21.95002012,0
106,21.90531539,0
107,21.90531539,0
108,21.95002012,0
109,21.99472484,0
110,22.03942957,0
111,22.08413429,0
112,22.12883902,0
113,22.12883902,0
114,22.12883902,0
115,22.08413429,0
116,21.95002012,0
117,21.86061067,0
118,21.72649649,0
119,21.63708704,0
120,21.50297286,0
121,21.32415396,0
122,21.19003979,0
123,21.14533506,0
124,21.23474451,0
125,21.36885869,0
126,21.41356341,0
127,21.45826814,0
128,21.41356341,0
129,21.41356341,0
130,21.41356341,0
131,21.45826814,0
132,21.45826814,0
133,21.45826814,0
134,21.41356341,0
135,21.14533506,0
136,20.56417363,0
137,19.35714605,0
138,18.41834682,0
139,17.65836649,0
140,17.52425231,0
141,17.43484286,0
142,17.43484286,0
143,17.47954759,0
144,17.65836649,0
145,17.92659484,0
146,18.32893737,0
147,18.77598462,0
148,19.2677366,0
149,19.53596495,0
150,19.71478385,0
151,19.8041933,0
152,19.84889803,0
153,19.93830748,0
154,19.9830122,0
155,20.07242165,0
156,20.20653583,0
157,20.43005946,0
158,20.51946891,0
159,20.69828781,0
160,20.92181144,0
161,20.96651616,0
162,21.01122089,0
163,21.05592561,0
164,21.27944924,0
165,21.41356341,0
166,21.45826814,0
167,21.45826814,0
168,21.41356341,0
169,21.36885869,0
170,21.14533506,0
171,20.87710671,0
172,20.65358308,0
173,20.51946891,0
174,20.43005946,0
175,20.34065001,0
176,20.29594528,0
177,20.25124056,0
178,20.11712638,0
179,19.67007913,0
180,19.2677366,0
181,18.86539407,0
182,18.552461,0
183,18.552461,0
184,18.82068935,0
185,19.17832715,0
186,19.4465555,0
187,19.6253744,0
188,19.49126023,0
189,19.35714605,0
190,19.22303187,0
191,19.2677366,0
192,19.40185078,0
193,19.6253744,0
194,19.8041933,0
195,19.93830748,0
196,20.07242165,0
197,20.02771693,0
198,19.84889803,0
199,19.6253744,0
200,19.40185078,0
201,19.31244133,0
202,19.31244133,0
203,19.2677366,0
204,19.22303187,0
205,19.22303187,0
206,19.2677366,0
207,19.40185078,0
208,19.6253744,0
209,19.67007913,0
210,19.4465555,0
211,19.04421297,0
212,18.552461,0
213,18.19482319,0
214,17.88189012,0
215,17.88189012,0
216,18.01600429,0
217,18.32893737,0
218,18.77598462,0
219,19.0889177,0
220,19.2677366,0
221,19.31244133,0
222,19.40185078,0
223,19.6253744,0
224,19.8041933,0
225,19.9830122,0
226,20.16183111,0
227,20.29594528,0
228,20.47476418,0
229,20.78769726,0
230,20.96651616,0
231,21.10063034,0
232,21.19003979,0
233,21.14533506,0
234,21.14533506,0
235,21.10063034,0
236,21.10063034,0
237,21.10063034,0
238,21.05592561,0
239,21.01122089,0
240,21.01122089,0
241,20.96651616,0
242,20.92181144,0
243,20.96651616,0
244,21.01122089,0
245,21.10063034,0
246,21.23474451,0
247,21.41356341,0
248,21.45826814,0
249,21.45826814,0
250,21.45826814,0
251,21.45826814,0
252,21.45826814,0
253,21.50297286,0
254,21.54767759,0
255,21.54767759,0
256,21.50297286,0
257,21.72649649,0
258,21.86061067,0
259,21.95002012,0
260,21.95002012,0
261,21.95002012,0
262,21.95002012,0
263,21.95002012,0
264,21.90531539,0
265,21.86061067,0
266,21.54767759,0
267,21.32415396,0
268,21.23474451,0
269,21.10063034,0
270,20.87710671,0
271,20.65358308,0
272,20.56417363,0
273,20.47476418,0
274,20.38535473,0
275,20.29594528,0
276,20.20653583,0
277,20.11712638,0
278,19.9830122,0
279,19.89360275,0
280,19.75948858,0
281,19.4465555,0
282,19.13362242,0
283,18.77598462,0
284,17.92659484,0
285,17.25602396,0
286,16.76427198,0
287,16.00429165,0
288,15.51253968,0
289,15.1996066,0
290,14.88667352,0
291,14.52903572,0
292,14.17139792,0
293,13.67964594,0
294,13.23259869,0
295,12.87496088,0
296,12.69614198,0
297,12.78555143,0
298,13.18789396,0
299,14.03728374,0
300,14.93137825,0
301,15.9148822,0
302,16.76427198,0
303,17.47954759,0
304,17.97129957,0
305,18.37364209,0
306,18.68657517,0
307,18.95480352,0
308,19.13362242,0
309,19.35714605,0
310,19.58066968,0
311,19.8041933,0
312,19.9830122,0
313,20.11712638,0
314,20.20653583,0
315,20.29594528,0
316,20.34065001,0
317,20.47476418,0
318,20.56417363,0
319,20.60887836,0
320,20.78769726,0
321,20.92181144,0
322,21.05592561,0
323,21.32415396,0
324,21.59238231,0
325,21.90531539,0
326,22.21824847,0
327,22.48647682,0
328,22.7994099,0
329,23.11234297,0
330,23.42527605,0
331,23.73820913,0
332,24.05114221,0
333,24.36407528,0
334,24.67700836,0
335,24.94523671,0
336,25.21346506,0
337,25.43698869,0
338,25.48169341,0
339,25.52639814,0
340,25.61580759,0
341,25.74992177,0
342,25.83933122,0
343,25.92874067,0
344,25.97344539,0
345,26.10755957,0
346,26.24167374,0
347,26.28637847,0
348,26.3310832,0
349,26.37578792,0
350,26.37578792,0
351,26.3310832,0
352,26.28637847,0
353,26.19696902,0
354,26.10755957,0
355,26.01815012,0
356,25.97344539,0
357,25.92874067,0
358,25.88403594,0
359,25.74992177,0
360,25.66051232,0
361,25.57110287,0
362,25.52639814,0
363,25.48169341,0
364,25.48169341,0
365,25.43698869,0
366,25.43698869,0
367,25.43698869,0
368,25.48169341,0
369,25.48169341,0
370,25.48169341,0
371,25.48169341,0
372,25.48169341,0
373,25.48169341,0
374,25.48169341,0
375,25.48169341,0
376,25.48169341,0
377,25.43698869,0
378,25.39228396,0
379,25.25816979,0
380,25.12405561,0
381,25.03464616,0
382,25.03464616,0
383,25.03464616,0
384,25.07935089,0
385,25.21346506,0
386,25.34757924,0
387,25.43698869,0
388,25.52639814,0
389,25.61580759,0
390,25.66051232,0
391,25.66051232,0
392,25.57110287,0
393,25.48169341,0
394,25.43698869,0
395,25.30287451,0
396,25.16876034,0
397,25.07935089,0
398,25.21346506,0
399,25.34757924,0
400,25.52639814,0
401,25.70521704,0
402,25.83933122,0
403,25.92874067,0
404,25.92874067,0
405,25.92874067,0
406,25.92874067,0
407,25.92874067,0
408,25.92874067,0
409,25.88403594,0
410,25.83933122,0
411,25.79462649,0
412,25.79462649,0
413,25.83933122,0
414,25.88403594,0
415,25.92874067,0
416,25.97344539,0
417,26.10755957,0
418,26.3310832,0
419,26.42049265,0
420,26.55460682,0
421,26.73342572,0
422,26.77813045,0
423,26.77813045,0
424,26.73342572,0
425,26.64401627,0
426,26.55460682,0
427,26.46519737,0
428,26.42049265,0
429,26.37578792,0
430,26.3310832,0
431,26.24167374,0
432,26.19696902,0
433,26.15226429,0
434,26.10755957,0
435,26.10755957,0
436,26.06285484,0
437,26.01815012,0
438,25.97344539,0
439,25.92874067,0
440,25.88403594,0
441,25.88403594,0
442,25.88403594,0
443,25.88403594,0
444,25.88403594,0
445,25.92874067,0
446,25.97344539,0
447,25.97344539,0
448,26.01815012,0
449,26.01815012,0
450,26.01815012,0
451,25.97344539,0
452,25.92874067,0
453,25.92874067,0
454,25.92874067,0
455,25.92874067,0
456,25.92874067,0
457,25.92874067,0
458,25.88403594,0
459,25.88403594,0
460,25.92874067,0
461,25.97344539,0
462,25.97344539,0
463,26.01815012,0
464,26.06285484,0
465,26.06285484,0
466,26.06285484,0
467,26.01815012,0
468,25.97344539,0
469,25.92874067,0
470,25.83933122,0
471,25.70521704,0
472,25.52639814,0
473,25.48169341,0
474,25.30287451,0
475,25.07935089,0
476,25.03464616,0
477,24.94523671,0
478,24.81112254,0
479,24.67700836,0
480,24.63230363,0
481,24.58759891,0
482,24.54289418,0
483,24.54289418,0
484,24.54289418,0
485,24.54289418,0
486,24.54289418,0
487,24.54289418,0
488,24.58759891,0
489,24.58759891,0
490,24.58759891,0
491,24.58759891,0
492,24.58759891,0
493,24.58759891,0
494,24.63230363,0
495,24.63230363,0
496,24.58759891,0
497,24.54289418,0
498,24.54289418,0
499,24.49818946,0
500,24.45348473,0
501,24.40878001,0
502,24.31937056,0
503,24.27466583,0
504,24.27466583,0
505,24.22996111,0
506,24.18525638,0
507,24.18525638,0
508,24.18525638,0
509,24.14055166,0
510,24.14055166,0
511,24.14055166,0
512,24.14055166,0
513,24.14055166,0
514,24.14055166,0
515,24.14055166,0
516,24.14055166,0
517,24.18525638,0
518,24.22996111,0
519,24.36407528,0
520,24.49818946,0
521,24.54289418,0
522,24.58759891,0
523,24.63230363,0
524,24.67700836,0
525,24.67700836,0
526,24.72171309,0
527,24.76641781,0
528,24.81112254,0
529,24.85582726,0
530,24.90053199,0
531,24.94523671,0
532,24.98994144,0
533,25.03464616,0
534,25.03464616,0
535,25.03464616,0
536,25.03464616,0
537,25.03464616,0
538,25.03464616,0
539,25.03464616,0
540,25.03464616,0
541,25.03464616,0
542,25.03464616,0
543,25.03464616,0
544,25.03464616,0
545,25.03464616,0
546,25.03464616,0
547,24.98994144,0
548,24.98994144,0
549,24.98994144,0
550,24.94523671,0
551,24.85582726,0
552,24.76641781,0
553,24.67700836,0
554,24.63230363,0
555,24.58759891,0
556,24.54289418,0
557,24.40878001,0
558,24.31937056,0
559,24.22996111,0
560,24.18525638,0
561,24.05114221,0
562,23.8723233,0
563,23.82761858,0
564,23.73820913,0
565,23.64879968,0
566,23.5146855,0
567,23.42527605,0
568,23.3358666,0
569,23.29116188,0
570,23.24645715,0
571,23.24645715,0
572,23.24645715,0
573,23.24645715,0
574,23.29116188,0
575,23.24645715,0
576,23.24645715,0
577,23.20175243,0
578,23.06763825,0
579,22.9782288,0
580,22.84411462,0
581,22.66529572,0
582,22.48647682,0
583,22.26295319,0
584,22.03942957,0
585,21.77120122,0
586,21.54767759,0
587,21.50297286,0
588,21.45826814,0
589,21.45826814,0
590,21.50297286,0
591,21.63708704,0
592,21.86061067,0
593,21.90531539,0
594,21.95002012,0
595,21.95002012,0
596,21.90531539,0
597,21.90531539,0
598,21.86061067,0
599,21.72649649,0
600,21.59238231,0
601,21.45826814,0
602,21.41356341,0
603,21.36885869,0
604,21.32415396,0
605,21.41356341,0
606,21.59238231,0
607,21.90531539,0
608,21.95002012,0
609,21.90531539,0
610,21.86061067,0
611,21.45826814,0
612,21.05592561,0
613,20.65358308,0
614,20.60887836,0
615,20.60887836,0
616,20.65358308,0
617,20.96651616,0
618,21.36885869,0
619,21.90531539,0
620,22.21824847,0
621,22.620591,0
622,23.02293352,0
623,23.3358666,0
624,23.55939023,0
625,23.6935044,0
626,23.96173276,0
627,24.14055166,0
628,24.18525638,0
629,24.31937056,0
630,24.45348473,0
631,24.63230363,0
632,24.76641781,0
633,24.76641781,0
634,24.58759891,0
635,24.36407528,0
636,23.96173276,0
637,23.46998078,0
638,22.4417721,0
639,21.54767759,0
640,20.78769726,0
641,20.65358308,0
642,20.56417363,0
643,20.56417363,0
644,20.69828781,0
645,20.92181144,0
646,21.23474451,0
647,21.54767759,0
648,21.81590594,0
649,22.12883902,0
650,22.4417721,0
651,22.66529572,0
652,22.84411462,0
653,23.11234297,0
654,23.3358666,0
655,23.46998078,0
656,23.29116188,0
657,23.06763825,0
658,22.84411462,0
659,22.7994099,0
660,22.7994099,0
661,22.84411462,0
662,22.9782288,0
663,23.11234297,0
664,23.24645715,0
665,23.3358666,0
666,23.46998078,0
667,23.60409495,0
668,23.55939023,0
669,23.5146855,0
670,23.38057133,0
671,23.38057133,0
672,23.42527605,0
673,23.46998078,0
674,23.55939023,0
675,23.55939023,0
676,23.42527605,0
677,23.29116188,0
678,23.11234297,0
679,22.84411462,0
680,22.57588627,0
681,22.39706737,0
682,22.26295319,0
683,22.21824847,0
684,22.17354374,0
685,22.12883902,0
686,22.12883902,0
687,22.21824847,0
688,22.35236264,0
689,22.4417721,0
690,22.620591,0
691,22.84411462,0
692,23.06763825,0
693,23.20175243,0
694,23.24645715,0
695,23.29116188,0
696,23.42527605,0
697,23.64879968,0
698,23.82761858,0
699,24.00643748,0
700,24.22996111,0
701,24.36407528,0
702,24.49818946,0
703,24.58759891,0
704,24.81112254,0
705,24.98994144,0
706,25.07935089,0
707,25.16876034,0
708,25.21346506,0
709,25.25816979,0
710,25.34757924,0
711,25.43698869,0
712,25.48169341,0
713,25.61580759,0
714,25.79462649,0
715,26.01815012,0
716,26.28637847,0
717,26.42049265,0
718,26.46519737,0
719,26.42049265,0
720,26.28637847,0
721,26.15226429,0
722,25.97344539,0
723,25.79462649,0
724,25.61580759,0
725,25.52639814,0
726,25.39228396,0
727,25.25816979,0
728,25.12405561,0
729,24.81112254,0
730,24.40878001,0
731,24.18525638,0
732,24.00643748,0
733,23.78291385,0
734,23.64879968,0
735,23.46998078,0
736,23.24645715,0
737,22.93352407,0
738,22.57588627,0
739,22.12883902,0
740,21.68179177,0
741,21.27944924,0
742,20.92181144,0
743,20.38535473,0
744,19.75948858,0
745,18.99950825,0
746,17.52425231,0
747,16.04899638,0
748,14.57374044,0
749,13.09848451,0
750,11.98086638,0
751,10.9526577,0
752,9.611515937,0
753,8.717421431,0
754,7.7786222,0
755,6.750413519,0
756,5.543385936,0
757,4.336358353,0
758,3.12933077,0
759,2.235236264,0
760,1.475255935,0
761,0.894094506,0
762,0.312933077,0
763,0,0
764,0,0
765,0,0
